name,group,status,current_url
Easy Listening,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62ee76b5271f393d2d9f709a/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Echos du Monde,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-685f1784a7111a932d28f1aa/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Eddie's Wonderland,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-618ab2f275913b296fbe56dd/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
El Conflicto TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-621674f168c966be92737ce6/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Éxitos del Momento,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62efba6588a16bb7d6b6fb58/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Farscape,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-635195e9ccee3e1547a8831a/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
FashionTV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6490c01f3b3ce9e1aaad95be/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Fight Network,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-606605549dbfca002d2ae877/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Flashback 70s,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62f15810a3ffe928ef806c75/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
FUEL TV,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62ffc5cfa6cad6f2991745c2/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Galxy TV,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-621672e42c2627c068e73ad8/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Glewed TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5eea605474085f0040ddc76d/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
GLORY Kickboxing,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-63f914bffe2c3d32e1a7929f/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
GrowthDay Network,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6a8786c4fa0d0293e2681b7c/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
GUSTOTV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f8746eabd529300418246d9/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Hard Knocks,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5fd115bdb7ef8d002dcf1820/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Hit List,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-61aaa014784a2161d3caf7fd/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Hunter,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-66f6b6baac1a1890ef197a4b/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Ice Pilots NWT,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-666e1820ce73ed6023b55a11/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Ideas En 5 Minutos,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-64a355697d24564fba37bab8/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
ITV Deportes,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-688d3402a6fe30698ab42007/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
JAIL,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6448ba1baf92c31f4a190c27/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
JDS.TV,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6a2325c47928efd63cf15995/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Johnny Carson TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-60d4edd6b2fdec002c141123/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Journy,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-60a9d105d162b9002d05a60c/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Judge Nosey,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f0ff262d71dcb00449ec018/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Just For Laughs Gags,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-64704954e536e0faaf10be9f/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Kidoodle TV,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5eea605574085f0040ddc79a/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Legacy,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69bb1f002028859eafc637e1/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Léman Bleu (1080p),20 - SUISSE FR,403,http://livevideo.infomaniak.com/streaming/livecast/naxoo/playlist.m3u8
Les filles d’à côtés TV,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-68e03beea4f2aa9b08ed5281/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Life Down Under,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-67c2496d45ae99120c071588/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Lone Star,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6196c9241d310bf925e02616/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Lucha Plus,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-67a1a8ef2358ef4dd5c3018e/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Made In Hollywood,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-60db63d29ec966002c9ea6f0/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Monster Jam,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6615885e1eabecf2c9d56495/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
More U,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6112a9139894c8002c6cb87f/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
MOTUS La Chaine,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-63ac5e95c7cce47c86164bca/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Newsmax2,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5fb81660b7ad2d002dcb7335/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
NewsWorld,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-66bfb2e6144c201b8b61c10f/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
NHRA TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-60aeb5cd87f9b1002ce12323/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Nolly Africa HD,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-64b1e1217d4037206787f384/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Nosey,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f0ff262d71dcb00449ec015/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Nosey Escándalos,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6154a863e3e4d9577f96b31a/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Nothin' But 90s,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62f13eeded056a1db9ef3d54/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Novelisima,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-64d4e82ac5d4668c9cb7b5df/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Operation Repo,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6578e7b5eef129f30fb38df7/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Pac-12 Insider,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-646c0dfbfb58444e4e1e262d/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
PeliMex,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-67db3546d66f778a752f7eaa/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
People Are Awesome,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f0ff263d71dcb00449ec021/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
PFL MMA,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-643f0ecd76de2b4015ae6c01/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
PickleTV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-63ec0b739866d8d2120ac759/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Pitufo TV,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-639ba57d3f4612cc150a5723/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
PLL Network,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-66fbfc8ebde73c589ab2af40/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Pop Adult,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62ee7992271f393d2d9f709c/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Powernation,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69814bbff871095eafc65925/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
PursuitUP,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-63628eb88e4b18ca22f897dc/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Qwest TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-60b0f65c0c8ffb002c821a75/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
RACER International,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f90ebc726350a002d40b136/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
RCM,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-66bfb17c144c201b8b61c10d/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Remember the ‘80s,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-61aa9f50784a2161d3caf7fb/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Revry,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5ef11487d33ab9004048a1d9/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Robot Wars by Mech+,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6470477fe536e0faaf10be9d/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
RTS 3 (720p),20 - SUISSE FR,403,http://145.239.5.177/224/index.m3u8
RTS Info (1080p),20 - SUISSE FR,403,https://rtsinfo-d.akamaized.net/out/v1/2b7ae2e1ba3f43c6aba15bced153baf5/index.m3u8
Shemaroo Bollywood,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62d1a58e520656fda09e609d/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
SKWAD,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f12332eeca6a20040b328e5/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
SLOPES,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-616df1be2cf008a748c8cb53/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Smooth Jazz,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62ee784852f7d73061eec493/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Smurf TV,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-639b8d803f4612cc150a5721/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Sonic TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62ba4aaff663580a7238f327/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Sony One | Favoris,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-692229df50fe592fd6d5b7e2/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
SPEEDVISION,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6349ed0eb1adc4cfa571fd37/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Startalk TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-664292a80e0ec7b4ce5eb28c/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Stingray Classica Stream,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62d7f68fb19cbf65dc7bef7d/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Stingray Greatest Hits,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-61aa97d4113e1e5137fd5325/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Stingray Holidayscapes,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-654eb862dde2222e8ba551f1/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Stingray Hot Country,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-61aa9e73784a2161d3caf7f9/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Stingray Karaoke,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62d7f6904d0067dd4d60d0de/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Stingray Soul Storm,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-61aaa17a784a2161d3caf801/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Strongman Champions,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-644b13a3a1c0a5b2024c8403/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
The Bob Ross Channel,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5efe1de6e0b3f5003f5d9f88/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
The Bold and the Beautiful,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-67d9a3d663c5439aeaf61305/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
The Carol Burnett Show,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-60d4edd6b2fdec002c141125/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
The Design Network,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f0641d3e8ffda004033b16e/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
The Ed Sullivan Show,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-640205c68ecb41f2d89d5814/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
The Emeril Lagasse Channel,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-67294a601055ef3897c73477/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
The Martha Stewart Channel,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-672948f0297d4ea7584a2e13/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
The Pet Collective,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f170d61b898490041b49369/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
The Prof G Channel,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69f52ffb6e5708fb20d36d9c/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
The Spa,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62f11395586633e88e3a3274/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
TNA Wrestling Channel,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-606605549dbfca002d2ae873/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Today's K-Pop,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62ee6eae271f393d2d9f7096/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Toon Goggles,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5eea605574085f0040ddc794/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
TRACE Brazuca,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6329474265c8569187176338/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
TRACE UK,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-66be8cd4871131188099527e/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
TV5Monde France Belgique Suisse Monaco (1080p) [Geo-blocked],20 - SUISSE FR,403,https://ott.tv5monde.com/Content/HLS/Live/channel(fbs)/variant.m3u8
TV5MONDE Info,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-68a799722895f21006e758e4/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Unbeaten,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-67f45ef989089d917e1b1634/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
USA TODAY,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-60df3e18541143002f3b8607/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Watch it Kid,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-621672612c2627c068e73ad6/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Watch it SCREAM,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-621671d05abdd3d5556a1baf/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Waypoint TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5fd115b8b7ef8d002dcf1817/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
WeatherSpy,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f0ff266d71dcb00449ec030/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Wired2Fish,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-608a2c722957c9002c6a617b/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
World Billiards TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-68b9f334fc12601028c5651e/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
World Surf League 24/7,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-652875586425fdb1f32d2169/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
XFC TV,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-621670feab2095ca85353ad4/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Y2K,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62ee72cc271f393d2d9f7098/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Ya Que La Vérité La Chaine,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-63ae3c6c6d1144b79ce12224/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Yahoo Finance,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f170f01b898490041b49dd1/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
ZenLIFE by Stingray,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-66fd3e25216b603e031725fe/?X-Plex-Token=Ha_Pno3Pjk88bia1EmNh
Bel RTL (1080p),21 - BELGIQUE FR,FAIL,https://bel-live-hls.akamaized.net/hls/live/2038650/BEL-Live-HLS/master.m3u8
Bouke (504p),21 - BELGIQUE FR,TIMEOUT,https://dlgt0tdl2hpq3.cloudfront.net/rtbf/clr-rtbf/e1ccc6aa/index.m3u8
Canal Zoom [Geo-blocked],21 - BELGIQUE FR,403,https://tvlocales-live.freecaster.com/live/95d2e3af-5ab8-45a9-9dc9-f544d006b5d5/95d2e3af-5ab8-45a9-9dc9-f544d006b5d5.isml/master.m3u8
La Trois (1080p),21 - BELGIQUE FR,404,http://145.239.5.177/330/index.m3u8
La Une (720p),21 - BELGIQUE FR,403,http://145.239.5.177/329/index.m3u8
"like Gecko) Chrome/120.0.0.0 Safari/537.36 VLC/3.0.21 LibVLC/3.0.21"" group-title=""21 - BELGIQUE FR"",RTL Club",21 - BELGIQUE FR,403,https://7nyaler.streamhostingcdn.top/stream/65/index.m3u8
Qu4tre (1080p),21 - BELGIQUE FR,403,https://tvlocales-live.freecaster.com/rtc/95d2f6ec-22f7-4027-b23d-d5372116b2ad/95d2f6ec-22f7-4027-b23d-d5372116b2ad.isml/master.m3u8
RTL-TVI (1080p) [Not 24/7],21 - BELGIQUE FR,FAIL,https://tvi-live-hls.akamaized.net/hls/live/2038650/TVI-Live-HLS/master.m3u8
TeleMB (1080p),21 - BELGIQUE FR,403,https://tvlocales-live.freecaster.com/telemb/95d2f6ca-817a-48c0-aba5-6323a621c2d6/95d2f6ca-817a-48c0-aba5-6323a621c2d6.isml/master.m3u8
Telesambre (504p),21 - BELGIQUE FR,TIMEOUT,https://dlgt0tdl2hpq3.cloudfront.net/rtbf/clr-rtbf/2f00284b/index.m3u8
TVcom (1080p),21 - BELGIQUE FR,403,https://tvlocales-live.freecaster.com/tvcom/95d2f656-ba85-4e13-affc-f1936be1a86d/95d2f656-ba85-4e13-affc-f1936be1a86d.isml/master.m3u8
Vedia (1080p),21 - BELGIQUE FR,403,https://tvlocales-live.freecaster.com/vedia/95d2f480-b0b0-4027-9f4a-057183312305/95d2f480-b0b0-4027-9f4a-057183312305.isml/master.m3u8
TV5 Quebec Canada (1080p),22 - QUEBEC,FAIL,http://23.133.220.149/TV5/index.m3u8
TVA [Geo-blocked],22 - QUEBEC,403,https://tvalive-dai01.akamaized.net/Content/HLS/Live/channel(575b93c5-be31-ee34-6285-14620fd14048)/index.m3u8
LCN [Geo-blocked],22 - QUEBEC & CANADA FR,403,https://tvalive.akamaized.net/hls/live/2014213/tvan01/tvan01.m3u8
Legislative Assembly of Ontario,22 - QUEBEC & CANADA FR,FAIL,https://temp3.isilive.ca/live/_definst_/ontla/house-en/playlist.m3u8
ILTV (720p),23 - FRANCE REGIONS,403,https://live.creacast.com/iltv/smil:iltv.smil/playlist.m3u8
Rhône TV (1080p) [Geo-blocked],23 - FRANCE REGIONS,403,https://edge14.vedge.infomaniak.com/livecast/ik:rhonetv/manifest.m3u8
TéléGohelle,23 - FRANCE REGIONS,404,https://videas.agglo-lenslievin.fr/index.m3u8
TV78 (720p),23 - FRANCE REGIONS,404,https://streamtv.cdn.dvmr.fr/TV78/ngrp:tv78.stream_all/master.m3u8
TVR (Bretagne) (720p),23 - FRANCE REGIONS,404,https://streamtv.cdn.dvmr.fr/TVR/ngrp:tvr.stream_all/master.m3u8
viàMoselleTV (720p) [Not 24/7],23 - FRANCE REGIONS,403,https://live.creacast.com/mirabelletv/smil:mirabelletv.smil/playlist.m3u8
viàOccitanie (540p) [Not 24/7],23 - FRANCE REGIONS,FAIL,https://streamer01.myvideoplace.tv/streamer02/hls/MDS_VIA_PAD_301117.m3u8
viàTéléPaese (720p),23 - FRANCE REGIONS,404,https://srv.webtvmanager.fr:3970/live/viatelepaeselive.m3u8
Antenne Réunion (720p) [Not 24/7],24 - OUTRE-MER & CARAIBES,TIMEOUT,https://live-antenne-reunion.zeop.tv/live/c3eds/antreunihd/hls_fta/antreunihd.m3u8?location=ZEOP01
TNTV (1080p),24 - OUTRE-MER & CARAIBES,FAIL,https://tntv-samsung-fr.amagi.tv/playlist.m3u8
TVCARiB (720p) [Not 24/7],24 - OUTRE-MER & CARAIBES,404,https://cdn.mycloudstream.io/hls/live/broadcast/s6nitpvn/index.m3u8
ViàATV (1080p) [Geo-blocked],24 - OUTRE-MER & CARAIBES,FAIL,https://streamer01.myvideoplace.tv/streamer02/hls/ATV_DIRECT_EV_111018.m3u8
A2i Naija (720p) [Not 24/7],25 - AFRIQUE FRANCOPHONE,404,https://stream.sen-gt.com/A2iNaija/myStream/playlist.m3u8
ADO TV (720p),25 - AFRIQUE FRANCOPHONE,403,https://strhls.streamakaci.tv/ortb/ortb2-multi/playlist.m3u8
