name,status,source,url,info,error
Novela Channel (720p) [Not 24/7],FAIL-1,playlist.m3u,https://video1.getstreamhosting.com:1936/8284/8284/playlist.m3u8,,https://video1.getstreamhosting.com:1936/8284/8284/playlist.m3u8: Server returned 404 Not Found
RTL9 (720p),FAIL-1,playlist.m3u,http://145.239.5.177/308/index.m3u8,,http://145.239.5.177/308/index.m3u8: Server returned 403 Forbidden (access denied)
SciFi (720p),OK-2X,playlist.m3u,http://41.205.93.154/SYFY/index.m3u8,"video,1280,720
audio

video,1280,720
audio",
Sony One Blacklist (1080p),OK-2X,playlist.m3u,https://06cb85ad6ccb4a6b97f561e62d16ad3f.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-822-FR-SONYONETHEBLACKLIST-LG_FR/playlist.m3u8,"video,1920,1080
audio
data
data

video,1280,720
audio
data
data

video,1024,576
audio
data
data

video,640,360
audio
data
data

video,384,216
audio
data
data

video,1920,1080
audio
data
data
video,1280,720
audio
data
dat",
Sony One Favoris (1080p),OK-2X,playlist.m3u,https://49d735318d6b4c30a24a7997ea594e1b.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-820-FR-SONYONEFAVORIS-LG_FR/playlist.m3u8,"video,1920,1080
audio
data
data

video,1280,720
audio
data
data

video,1024,576
audio
data
data

video,640,360
audio
data
data

video,384,216
audio
data
data

video,1920,1080
audio
data
data
video,1280,720
audio
data
dat",
TV Breizh (1080p),FAIL-1,playlist.m3u,http://145.239.5.177/318/index.m3u8,,http://145.239.5.177/318/index.m3u8: Server returned 403 Forbidden (access denied)
Zee One Français (720p),OK-2X,playlist.m3u,https://7689426c.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1mcl9aZWVNYWdpY19ITFM/playlist.m3u8,"video,640,360
audio
data
data

video,960,540
audio
data
data

video,1280,720
audio
data
data

video,640,360
audio
data
data
video,960,540
audio
data
data
video,1280,720
audio
data
data",
Zylo Emotion' L (1080p),OK-2X,playlist.m3u,https://rakutenaa-zylo-emotional-rakuten-r1zkm.amagi.tv/playlist/rakutenAA-zylo-emotional-rakuten/playlist.m3u8,"video,1920,1080
audio

video,1280,720
audio

video,854,480
audio

video,640,360
audio

video,426,240
audio

video,1920,1080
audio
video,1280,720
audio
video,854,480
audio
video,640,360
audio
video,426,240
audio",
Zylo ScreamIN (1080p),OK-2X,playlist.m3u,https://rakutenaa-zylo-screamin-rakuten-p11ej.amagi.tv/playlist/rakutenAA-zylo-screamin-rakuten/playlist.m3u8,"video,1920,1080
audio

video,1280,720
audio

video,854,480
audio

video,640,360
audio

video,426,240
audio

video,1920,1080
audio
video,1280,720
audio
video,854,480
audio
video,640,360
audio
video,426,240
audio",
Asian Drama,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-685f27cca7111a932d28f1ae/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,
Banijay Mr Bean Animé (1080p),OK-2X,playlist.m3u,https://amg00627-amg00627c31-rakuten-fr-3991.playouts.now.amagi.tv/playlist/amg00627-banijayfast-mrbeanfrcc-rakutenfr/playlist.m3u8,"video,426,240
audio
data

video,640,360
audio
data

video,848,480
audio
data

video,1280,720
audio
data

video,1920,1080
audio
data

video,426,240
audio
data
video,640,360
audio
data
video,848,480
audio
data
video,1280,7",
Box Office Drama,OK-2X,playlist.m3u,https://jmp2.uk/stvp-FR3700003N4,"video,1280,720
audio
data
data

video,960,540
audio
data
data

video,854,480
audio
data
data

video,640,360
audio
data
data

video,1280,720
audio
data
data
video,960,540
audio
data
data
video,854,480
audio
data
data
vide",
"chien flic"" tvg-logo=""https://images.pluto.tv/channels/691b332aa4385c191ee44b57/colorLogoPNG_1771923791904.png"" group-title=""10 - SERIES"",Rex chien flic",OK-2X,playlist.m3u,https://jmp2.uk/plu-691b332aa4385c191ee44b57.m3u8,"audio
video,854,480
data

audio
video,1024,576
data

audio
video,1280,720
data

audio
video,854,480
data
audio
video,1024,576
data
audio
video,1280,720
data",
"femme flic"" tvg-logo=""https://images.pluto.tv/channels/6671b26836a2f90008d9333c/colorLogoPNG.png"" group-title=""10 - SERIES"",Diane femme flic",OK-2X,playlist.m3u,https://jmp2.uk/plu-6671b26836a2f90008d9333c.m3u8,"audio
video,854,480

audio
video,1024,576

audio
video,1216,684

audio
video,854,480
audio
video,1024,576
audio
video,1216,684",
Fréquence Novelas,OK-2X,playlist.m3u,https://jmp2.uk/stvp-FRBC800001X0,"video,640,360
audio

video,960,540
audio

video,1280,720
audio

video,1920,1080
audio

video,640,360
audio
video,960,540
audio
video,1280,720
audio
video,1920,1080
audio",
Génération Sitcoms,OK-2X,playlist.m3u,https://jmp2.uk/plu-60afb203ec391c00070ea1bf.m3u8,"video,854,480
audio

video,854,480
audio

video,1280,720
audio

video,854,480
audio
video,854,480
audio
video,1280,720
audio",
Génération Sitcoms,OK-2X,playlist.m3u,https://jmp2.uk/stvp-FRBC4700001XG,"video,640,360
audio

video,960,540
audio

video,1280,720
audio

video,1920,1080
audio

video,640,360
audio
video,960,540
audio
video,1280,720
audio
video,1920,1080
audio",
Génération Sitcoms TV,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-68e03d842cbc7a5d3189394a/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-68e03d842cbc7a5d3189394a/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8: Server returned 404 Not Found
K-Drama+,OK-2X,playlist.m3u,https://jmp2.uk/stvp-FRBD41000124S,"video,1920,1080
audio

video,0,0
audio

video,0,0
audio

video,1920,1080
audio
video,0,0
audio
video,0,0
audio",
MODUS Super Series Darts,OK-2X,playlist.m3u,https://jmp2.uk/plu-671643fc5534bb00089187ad.m3u8,"audio
video,854,480

audio
video,854,480

audio
video,1280,720

audio
video,854,480
audio
video,854,480
audio
video,1280,720",
Passion Novelas,OK-2X,playlist.m3u,https://jmp2.uk/stvp-FRBD15000024B,"video,640,360
audio

video,960,540
audio

video,1280,720
audio

video,1920,1080
audio

video,640,360
audio
video,960,540
audio
video,1280,720
audio
video,1920,1080
audio",
Pluto TV Séries Fantastiques,OK-2X,playlist.m3u,https://jmp2.uk/plu-625ec7a1c853fd00073b38fd.m3u8,"video,854,480
audio

video,854,480
audio

video,1280,720
audio

video,854,480
audio
video,854,480
audio
video,1280,720
audio",
Serie Club (720p),FAIL-1,playlist.m3u,http://145.239.5.177/355/index.m3u8,,http://145.239.5.177/355/index.m3u8: Server returned 403 Forbidden (access denied)
Serie Max,FAIL-1,playlist.m3u,https://video1.getstreamhosting.com:1936/8330/8330/playlist.m3u8,,https://video1.getstreamhosting.com:1936/8330/8330/playlist.m3u8: Server returned 403 Forbidden (access denied)
Series by Pluto TV,OK-2X,playlist.m3u,https://jmp2.uk/plu-5f8ed2d1c34c2300073bf02c.m3u8,"audio
video,1216,684

audio
video,1216,684

audio
video,1216,684

audio
video,1216,684
audio
video,1216,684
audio
video,1216,684",
Soap,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-695d48094ba349f255911f92/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-695d48094ba349f255911f92/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8: Server returned 404 Not Found
Zylo Fréquence Novelas (1080p),OK-2X,playlist.m3u,https://d20oth1416y9a1.cloudfront.net/playlist/amg00711-zylofast-frequencenovelas-rakutenus/playlist.m3u8,"video,640,360
audio
data
data

video,854,480
audio
data
data

video,1280,720
audio
data
data

video,1920,1080
audio
data
data

video,640,360
audio
data
data
video,854,480
audio
data
data
video,1280,720
audio
data
data
vi",
Animation+,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-674f6a6cf44561420465f9f3/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,
Beyblade,OK-2X,playlist.m3u,https://jmp2.uk/plu-664c8ba33d173b00080ef0c8.m3u8,"audio
video,854,480

audio
video,1024,576

audio
video,1216,684

audio
video,854,480
audio
video,1024,576
audio
video,1216,684",
Bob l'éponge (720p),OK-2X,playlist.m3u,https://jmp2.uk/plu-5ffc8c345822750007e167de.m3u8,"audio
video,854,480

audio
video,854,480

audio
video,1280,720

audio
video,854,480
audio
video,854,480
audio
video,1280,720",
Boss Brothers TV (1080p),FAIL-1,playlist.m3u,http://51.254.199.122:8080/bossbrothersTV/index.m3u8,,[tcp @ 0x564bb0106540] Connection to tcp://51.254.199.122:8080 failed: Connection timed out http://51.254.199.122:8080/bossbrothersTV/index.m3u8: Connection timed out
Caillou,OK-2X,playlist.m3u,https://jmp2.uk/stvp-FR4800002NE,"video,768,432
audio

video,256,144
audio

video,640,360
audio

video,640,360
audio

video,1280,720
audio

video,1280,720
audio

video,768,432
audio
video,256,144
audio
video,640,360
audio
video,640,360
audio
video,1280,7",
Disney Jr. (1080p),OK-2X,playlist.m3u,http://151.80.18.177:86/Disney_Junior_HD/index.m3u8,"video,1280,720
audio

video,1280,720
audio",
For You TV,OK-2X,playlist.m3u,https://stream.az-multimedia.com:3325/live/foryoutvlive.m3u8,"video,854,480
audio

video,854,480
audio",
FUSION TV (1080p),OK-2X,playlist.m3u,https://edge20.vedge.infomaniak.com/livecast/ik:fusiontv/manifest.m3u8,"data
video,1920,1080
audio

data
video,1920,1080
audio",
ICONE TV,FAIL-1,playlist.m3u,https://lecteur.iconetv.bj/hls/stream.m3u8,,[tcp @ 0x562c2900cf40] Connection to tcp://lecteur.iconetv.bj:443 failed: Connection timed out https://lecteur.iconetv.bj/hls/stream.m3u8: Connection timed out
Le Meilleur des Jeux TV,OK-2X,playlist.m3u,https://jmp2.uk/stvp-FR3600004UH,"audio
video,426,240

audio
video,640,360

audio
video,848,480

audio
video,1280,720

audio
video,1920,1080

audio
video,426,240
audio
video,640,360
audio
video,848,480
audio
video,1280,720
audio
video,1920,1080",
Mattel Junior,OK-2X,playlist.m3u,https://jmp2.uk/plu-686e74b0e48af72bc266e798.m3u8,"audio
video,854,480

audio
video,1024,576

audio
video,1216,684

audio
video,854,480
audio
video,1024,576
audio
video,1216,684",
Nickelodeon Junior (1080p),OK-2X,playlist.m3u,http://151.80.18.177:86/Nickelodeon_Junior/index.m3u8,"video,1920,1080
audio

video,1920,1080
audio",
Pluto TV Junior (720p),OK-2X,playlist.m3u,https://jmp2.uk/plu-5f8ecb336537e8000764a17f.m3u8,"audio
video,854,480

audio
video,854,480

audio
video,1280,720

audio
video,854,480
audio
video,854,480
audio
video,1280,720",
Pluto TV Kids Classics (720p),OK-2X,playlist.m3u,https://jmp2.uk/plu-654a58dbf9cc82000868f0fb.m3u8,"audio
video,1216,684

audio
video,1216,684

audio
video,1216,684

audio
video,1216,684
audio
video,1216,684
audio
video,1216,684",
Pluto TV Kids Club,OK-2X,playlist.m3u,https://jmp2.uk/plu-611e6ddc7fcd580007d1eb5f.m3u8,"video,854,480
audio

video,854,480
audio

video,1280,720
audio

video,854,480
audio
video,854,480
audio
video,1280,720
audio",
Pluto TV Reality,OK-2X,playlist.m3u,https://jmp2.uk/plu-6092544e7639460007d4835e.m3u8,"audio
video,1216,684

audio
video,1216,684

audio
video,1216,684

audio
video,1216,684
audio
video,1216,684
audio
video,1216,684",
Pluto TV Super Kids,OK-2X,playlist.m3u,https://jmp2.uk/plu-652557d93fd33c000802f995.m3u8,"audio
video,854,480

audio
video,1024,576

audio
video,1216,684

audio
video,854,480
audio
video,1024,576
audio
video,1216,684",
SenJeunes TV (480p) [Not 24/7],OK-2X,playlist.m3u,https://stream.sen-gt.com/senjeunestv/myStream/playlist.m3u8,"data
video,854,480
audio

data
video,854,480
audio",
TG Junior,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f123330eca6a20040b328e8/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f123330eca6a20040b328e8/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8: Server returned 404 Not Found
Africa 24 Sport (1080p),OK-2X,playlist.m3u,https://africa24.vedge.infomaniak.com/livecast/ik:africa24sport/manifest.m3u8,"data
video,1920,1080
audio

data
video,1920,1080
audio",
AFTER FOOT TV,OK-2X,playlist.m3u,https://jmp2.uk/stvp-FR1100002RF,"video,1920,1080
audio

video,1280,720
audio

video,960,540
audio

video,640,360
audio

video,1920,1080
audio
video,1280,720
audio
video,960,540
audio
video,640,360
audio",
Champion TV,OK-2X,playlist.m3u,https://stream.berosat.live/hls/champion-tv/champion-tv.m3u8,"video,1280,720
audio

video,1280,720
audio",
Equidia (1080p),FAIL-1,playlist.m3u,https://raw.githubusercontent.com/Paradise-91/ParaTV/main/streams/equidia/live2.m3u8,,timeout
FIFA+ French (720p),OK-2X,playlist.m3u,https://37b4c228.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWZyX0ZJRkFQbHVzRnJlbmNoX0hMUw/playlist.m3u8,"video,640,360
audio
data
data

video,960,540
audio
data
data

video,1280,720
audio
data
data

video,640,360
audio
data
data
video,960,540
audio
data
data
video,1280,720
audio
data
data",
Foot+,FAIL-1,playlist.m3u,http://145.239.5.177/556a/index.m3u8,,http://145.239.5.177/556a/index.m3u8: Server returned 403 Forbidden (access denied)
FTF Sports,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-605a309dc5acdc002c7a20aa/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,
GFN Football TV,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-67c247c345ae99120c071586/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-67c247c345ae99120c071586/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8: Server returned 404 Not Found
"like Gecko) Chrome/120.0.0.0 Safari/537.36 VLC/3.0.21 LibVLC/3.0.21"" group-title=""12 - SPORT"",RMC Sport 1",FAIL-1,playlist.m3u,https://7nyaler.streamhostingcdn.top/stream/59/index.m3u8,,[hls @ 0x5648ce7f8940] Error when loading first segment 'https://7nyaler.streamhostingcdn.top/stream/59/index_644113.ts?token=&exp=' https://7nyaler.streamhostingcdn.top/stream/59/index.m3u8: Invalid data found when proc
"like Gecko) Chrome/149.0.0.0 Safari/537.36"" group-title=""12 - SPORT"",Canal+ Sport 360",FAIL-1,playlist.m3u,https://futbol9865.ultratv13.workers.dev/deportivo111/14.m3u8,,"https://futbol9865.ultratv13.workers.dev/deportivo111/14.m3u8: Server returned 4XX Client Error, but not one of 40{0,1,3,4}"
Motor Racing,OK-2X,playlist.m3u,https://jmp2.uk/stvp-FR900002B4,"video,1280,720
audio

video,768,432
audio

video,640,360
audio

video,320,180
audio

video,1280,720
audio
video,768,432
audio
video,640,360
audio
video,320,180
audio",
Nautical Channel (720p),OK-2X,playlist.m3u,https://a-cdn.klowdtv.com/live2/nautical_720p/playlist.m3u8,"video,1280,720
audio

video,1280,720
audio",
Poker Night TV,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-60afc726623f2f002c5bb49f/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,
PokerGO,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-64ac687b4192b4e1bab96279/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,
Racing America,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-61a945156547ba4d6d238dc9/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,
So Foot+,OK-2X,playlist.m3u,https://jmp2.uk/stvp-FR12000040D,"video,2048,1080
audio

video,1366,720
audio

video,1092,576
audio

video,910,480
audio

video,682,360
audio

video,2048,1080
audio
video,1366,720
audio
video,1092,576
audio
video,910,480
audio
video,682,360
audio",
SportsGrid,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5ef11485d33ab9004048a1ca/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,
The World Poker Tour,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f6b8e7900b0950040d0f2b2/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,
The World Poker Tour,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-656fa24bdbcce28c3a417415/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,
Trace Sport Stars (Australia) (1080p),OK-2X,playlist.m3u,https://lightning-tracesport-samsungau.amagi.tv/playlist.m3u8,"video,640,360
audio

video,848,480
audio

video,1280,720
audio

video,1920,1080
audio

video,640,360
audio
video,848,480
audio
video,1280,720
audio
video,1920,1080
audio",
Women's Sports Network,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-630fa9e577ec3866def38fa2/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,
World Poker Tour,OK-2X,playlist.m3u,https://jmp2.uk/stvp-FRBD2900001M3,"video,640,360
audio
data

video,960,540
audio
data

video,1280,720
audio
data

video,1920,1080
audio
data

video,640,360
audio
data
video,960,540
audio
data
video,1280,720
audio
data
video,1920,1080
audio
data",
BabyFirst (720p),OK-2X,playlist.m3u,https://cdn.fast.jwp.services/v1/channel/1_jB6940Ei_TvhvIHDL/manifest.m3u8,"audio
audio
video,640,360

audio
audio
video,960,540

audio
audio
video,1280,720

audio
audio
video,1920,1080

audio
audio
video,640,360
video,960,540
video,1280,720
video,1920,1080",
A2i Music (720p) [Not 24/7],FAIL-1,playlist.m3u,https://stream.sen-gt.com/A2iMusic/myStream/playlist.m3u8,,https://stream.sen-gt.com/A2iMusic/myStream/playlist.m3u8: Server returned 404 Not Found
BPX TV Radio,OK-2X,playlist.m3u,https://video1.getstreamhosting.com:1936/8212/8212/playlist.m3u8,"data
video,1280,720
audio

data
video,1280,720
audio",
Congo Planet Télévision (1080p) [Not 24/7],FAIL-1,playlist.m3u,https://radio.congoplanet.com/Congo_Planet_TV.sdp/Congo_Planet_TV/playlist.m3u8,,[tls @ 0x562e29166540] Error in the pull function. [tls @ 0x562e29166540] IO error: Connection timed out https://radio.congoplanet.com/Congo_Planet_TV.sdp/Congo_Planet_TV/playlist.m3u8: Connection timed out
Couleur 3 (720p),FAIL-1,playlist.m3u,https://visualradio-rts-couleur3-d.akamaized.net/out/v1/6a1472634ad745f59a9e63ee8adbbc00/index.m3u8,,https://visualradio-rts-couleur3-d.akamaized.net/out/v1/6a1472634ad745f59a9e63ee8adbbc00/index.m3u8: Server returned 403 Forbidden (access denied)
Fun Vision,OK-2X,playlist.m3u,https://funradiovisionhd.vedge.infomaniak.com/livecast/ik:funradiovisionhd/manifest.m3u8,"data
video,1920,1080
audio

data
video,1280,720
audio

data
video,854,480
audio

data
video,640,360
audio

data
video,1920,1080
audio
data
video,1280,720
audio
data
video,854,480
audio
data
video,640,360
audio",
Generations TV (576p),OK-2X,playlist.m3u,https://event.vedge.infomaniak.com/livecast/ik:generation-tv/manifest.m3u8,"data
video,1280,720
audio

data
video,1280,720
audio",
Ici Radio-Canada Télé (1080p) [Geo-blocked],FAIL-1,playlist.m3u,https://rcavlive-dai.akamaized.net/hls/live/696614/cancbftprem/master.m3u8,,https://rcavlive-dai.akamaized.net/hls/live/696614/cancbftprem/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Colombie-Britannique/Yukon (CBUFT-DT) [Geo-blocked],FAIL-1,playlist.m3u,https://rcavlive.akamaized.net/hls/live/704017/cancbuft/master.m3u8,,https://rcavlive.akamaized.net/hls/live/704017/cancbuft/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Est du Québec (CJBR-DT) [Geo-blocked],FAIL-1,playlist.m3u,https://rcavlive.akamaized.net/hls/live/704024/cancjbr/master.m3u8,,https://rcavlive.akamaized.net/hls/live/704024/cancjbr/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Estrie (CKSH-DT) [Geo-blocked],FAIL-1,playlist.m3u,https://rcavlive.akamaized.net/hls/live/704016/cancksh/master.m3u8,,https://rcavlive.akamaized.net/hls/live/704016/cancksh/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Manitoba (CBWFT-DT) [Geo-blocked],FAIL-1,playlist.m3u,https://rcavlive.akamaized.net/hls/live/704018/cancbwft/master.m3u8,,https://rcavlive.akamaized.net/hls/live/704018/cancbwft/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Mauricie/Centre-du-Québec (CKTM-DT) [Geo-blocked],FAIL-1,playlist.m3u,https://rcavlive.akamaized.net/hls/live/704021/cancktm/master.m3u8,,https://rcavlive.akamaized.net/hls/live/704021/cancktm/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Ontario (CBLFT-DT) [Geo-blocked],FAIL-1,playlist.m3u,https://rcavlive.akamaized.net/hls/live/704022/cancblft/master.m3u8,,https://rcavlive.akamaized.net/hls/live/704022/cancblft/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Ottawa/Gatineau (CBOFT-DT) [Geo-blocked],FAIL-1,playlist.m3u,https://rcavlive.akamaized.net/hls/live/664046/cancboft/master.m3u8,,https://rcavlive.akamaized.net/hls/live/664046/cancboft/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Québec (CBVT-DT) [Geo-blocked],FAIL-1,playlist.m3u,https://rcavlive.akamaized.net/hls/live/664045/cancbvt/master.m3u8,,https://rcavlive.akamaized.net/hls/live/664045/cancbvt/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Saguenay/Lac-St-Jean (CKTV-DT) [Geo-blocked],FAIL-1,playlist.m3u,https://rcavlive.akamaized.net/hls/live/704023/cancktv/master.m3u8,,https://rcavlive.akamaized.net/hls/live/704023/cancktv/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Saskatchewan (CBKFT-DT) [Geo-blocked],FAIL-1,playlist.m3u,https://rcavlive.akamaized.net/hls/live/704019/cancbkft/master.m3u8,,https://rcavlive.akamaized.net/hls/live/704019/cancbkft/master.m3u8: Server returned 403 Forbidden (access denied)
Kozoom TV (1080p),OK-2X,playlist.m3u,https://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/fdd6f243-f971-4a1a-9510-97ac01d6b37f/manifest.m3u8,"video,640,360
audio
data

video,1280,720
audio
data

video,1920,1080
audio
data

video,640,360
audio
data
video,1280,720
audio
data
video,1920,1080
audio
data",
"like Gecko) Chrome/149.0.0.0 Safari/537.3"" group-title=""14 - MUSIQUE"",MTV",OK-2X,playlist.m3u,http://99.27.51.147:8080/MTV/index.m3u8,"video,720,576
audio

video,720,576
audio",
Littoral FM (720p),OK-2X,playlist.m3u,https://live.creacast.com/littoralfm-ch1/stream/playlist.m3u8,"data
video,1280,720
audio

data
video,1280,720
audio",
LMTV French (720p) [Not 24/7],OK-2X,playlist.m3u,https://video1.getstreamhosting.com:1936/8282/8282/playlist.m3u8,"data
video,1280,720
audio

data
video,1280,720
audio",
MCM Top (1080p),OK-2X,playlist.m3u,http://46.32.176.50/mcmtop/index.m3u8,"video,720,576
audio

video,720,576
audio",
Museum TV [Geo-blocked],FAIL-1,playlist.m3u,https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg01492-secomsasmediart-museumtv-eng-samsungit/playlist.m3u8,,[tcp @ 0x5645a1979a80] Failed to resolve hostname amg01492-secomsasmediart-museumtv-eng-samsungit-vmzbd.amagi.tv: Name or service not known https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg01492-secomsasmediart-museumtv-eng-
NRJ Hits,FAIL-1,playlist.m3u,https://test.946985.filegear-sg.me/proxy/a23981548880f405,,[tls @ 0x560a70551540] A TLS fatal alert has been received. https://test.946985.filegear-sg.me/proxy/a23981548880f405: Input/output error
P2M TV (720p),OK-2X,playlist.m3u,https://vdo2.pro-fhi.net:3207/stream/play.m3u8,"video,1280,720
audio

video,1280,720
audio",
Qello Concerts,FAIL-1,playlist.m3u,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62d7f68fb19cbf65dc7bef7c/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8,,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62d7f68fb19cbf65dc7bef7c/?X-Plex-Token=tKfzC4xTJkyw3e4K46d8: Server returned 404 Not Found
Radio Contact (1080p),FAIL-1,playlist.m3u,https://contact-live-hls.akamaized.net/hls/live/2038650/CONTACT-Live-HLS/master.m3u8,,https://contact-live-hls.akamaized.net/hls/live/2038650/CONTACT-Live-HLS/master.m3u8: Server returned 400 Bad Request
Radio Télé 4VEH (720p),OK-2X,playlist.m3u,https://uni01rtmp.tulix.tv/4vehtv/4vehtv-firetv/playlist.m3u8,"data
video,1280,720
audio

data
video,1280,720
audio",
Radio Télé Amen FM (360p) [Not 24/7],FAIL-1,playlist.m3u,http://184.173.179.163:1935/daniel/daniel/playlist.m3u8,,[tcp @ 0x55ba92cca540] Connection to tcp://184.173.179.163:1935 failed: Connection timed out http://184.173.179.163:1935/daniel/daniel/playlist.m3u8: Connection timed out
Radio Tele Evangile Sans Limite,OK-2X,playlist.m3u,https://5790d294af2dc.streamlock.net/8124/8124/chunklist.m3u8,"data
video,1920,1080
audio

data
video,1920,1080
audio",
Radio Tele Full Gospel,OK-2X,playlist.m3u,https://f-tx-edge-87.christianworldmedia.com/EJCFG/mp4:EJCFG/playlist.m3u8,"data
video,640,360
audio

data
video,640,360
audio",
Radio Tele Ginen,OK-2X,playlist.m3u,http://teleginen.srfms.com:1935/teleginen/livestream/playlist.m3u8,"data
video,1920,1080
audio

data
video,1920,1080
audio",
Radio Télé Hit (480p),OK-2X,playlist.m3u,https://59d39900ebfb8.streamlock.net/RadioTelehit/RadioTelehit/playlist.m3u8,"data
video,1280,720
audio

data
video,1280,720
audio",
Radio Télé Kajou (480p) [Not 24/7],FAIL-1,playlist.m3u,https://59d39900ebfb8.streamlock.net/RadioTelekAJOU/RadioTelekAJOU/playlist.m3u8,,https://59d39900ebfb8.streamlock.net/RadioTelekAJOU/RadioTelekAJOU/playlist.m3u8: Server returned 404 Not Found
Radio Tele Planet Compas (720p) [Not 24/7],FAIL-1,playlist.m3u,https://5dcab9aed5331.streamlock.net/mrcompas1/livestream/playlist.m3u8,,https://5dcab9aed5331.streamlock.net/mrcompas1/livestream/playlist.m3u8: Server returned 404 Not Found
Radio Tele Puissance,OK-2X,playlist.m3u,https://video1.getstreamhosting.com:1936/8560/8560/playlist.m3u8,"data
video,1280,720
audio

data
video,1280,720
audio",
Radio Tele Sentinel,OK-2X,playlist.m3u,https://59d39900ebfb8.streamlock.net/radiotelesentinel/radiotelesentinel/playlist.m3u8,"data
video,1280,720
audio

data
video,1280,720
audio",
Radio Télé Wisdom (360p) [Not 24/7],FAIL-1,playlist.m3u,https://59d39900ebfb8.streamlock.net/daniel/daniel/playlist.m3u8,,https://59d39900ebfb8.streamlock.net/daniel/daniel/playlist.m3u8: Server returned 404 Not Found
