name,group,status,url,error
5-Minute Crafts,08 - MAISON BRICOLAGE DECO,OK,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-63894c1965b848bf2c8a7800/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
100% Cinema,09 - CINEMA,OK,https://jmp2.uk/stvp-FR13000020W,
100% Comedy,09 - CINEMA,OK,https://jmp2.uk/stvp-FR3600003DS,
Action Club,09 - CINEMA,OK,https://jmp2.uk/stvp-FRBD2300001UQ,
Action Hollywood Movies,09 - CINEMA,OK,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-66be944f8711311880995280/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Action Totale,09 - CINEMA,OK,https://jmp2.uk/stvp-FR220000105,
Allociné,09 - CINEMA,OK,https://jmp2.uk/plu-6618e3037bcd8600089b62a8.m3u8,
Allociné,09 - CINEMA,OK,https://jmp2.uk/stvp-FRBD3900001QP,
Box Office Action,09 - CINEMA,TIMEOUT,https://jmp2.uk/stvp-FR370000288,ffprobe timeout 10s
Box Office Thriller,09 - CINEMA,OK,https://jmp2.uk/stvp-FR3700001AG,
Brefcinema,09 - CINEMA,OK,https://jmp2.uk/stvp-FRBA1000009KO,
Canal+ Cinemas (720p),09 - CINEMA,OK,http://151.80.18.177:86/Canal+_cinema_HD/index.m3u8,
Ciné 666 by Pluto TV,09 - CINEMA,OK,https://jmp2.uk/plu-6823648580b2665220d9e69a.m3u8,
Ciné Action by Pluto TV,09 - CINEMA,OK,https://jmp2.uk/plu-5f8ed1ff5c39700007e2204a.m3u8,
Ciné by Pluto TV,09 - CINEMA,OK,https://jmp2.uk/plu-5f8ed0f17564a300082b676a.m3u8,
Ciné Catastrophe by Pluto TV,09 - CINEMA,OK,https://jmp2.uk/plu-65a69ef53af63d000825e0ee.m3u8,
Ciné Charme by Pluto TV,09 - CINEMA,OK,https://jmp2.uk/plu-6a31608fac88749b9cb85dd8.m3u8,
Ciné d'Asie by Pluto TV,09 - CINEMA,OK,https://jmp2.uk/plu-62f3e2d000418d00070f7dbc.m3u8,
Cine+ Emotion (720p),09 - CINEMA,403,http://145.239.5.177/337/index.m3u8,http://145.239.5.177/337/index.m3u8: Server returned 403 Forbidden (access denied)
Ciné Horreur by Pluto TV,09 - CINEMA,OK,https://jmp2.uk/plu-66e1978babec540008ce41ac.m3u8,
Ciné Nanar,09 - CINEMA,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6490e44818a55242eea95993/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6490e44818a55242eea95993/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Ciné Nanar,09 - CINEMA,OK,https://jmp2.uk/stvp-FRBB39000020C,
Ciné Rétro by Pluto TV,09 - CINEMA,OK,https://jmp2.uk/plu-5f8ed168f72fcd0007e56269.m3u8,
Ciné Romance by Pluto TV,09 - CINEMA,OK,https://jmp2.uk/plu-60812fc8539963000707d1e1.m3u8,
Ciné Sci-Fi by Pluto TV,09 - CINEMA,OK,https://jmp2.uk/plu-60c34592c911890007f29a73.m3u8,
Ciné Thrillers by Pluto TV,09 - CINEMA,OK,https://jmp2.uk/plu-60c3472a51a2050008dad272.m3u8,
Ciné Western,09 - CINEMA,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-65847f56d60830ce4d4f303c/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-65847f56d60830ce4d4f303c/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Ciné Western,09 - CINEMA,OK,https://jmp2.uk/stvp-FRBD19000095S,
Ciné Western by Pluto TV,09 - CINEMA,OK,https://jmp2.uk/plu-65cca3e2ec452d0008af3a65.m3u8,
CINEPRIDE,09 - CINEMA,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62167144ab2095ca85353ad6/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62167144ab2095ca85353ad6/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Comédies - Rakuten TV,09 - CINEMA,OK,https://jmp2.uk/stvp-FR26000068C,
Death Valley Days,09 - CINEMA,OK,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6674b68af04cf4bb9233c916/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Dick Van Dyke,09 - CINEMA,OK,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6449369eb3ff17382cae5801/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
FilmRise Série Populaire,09 - CINEMA,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-65e9d0ad8fe4ef7053c3c870/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-65e9d0ad8fe4ef7053c3c870/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Films d'action - Rakuten TV,09 - CINEMA,OK,https://jmp2.uk/stvp-FR2600002X9,
Films Romantiques - Rakuten TV,09 - CINEMA,OK,https://jmp2.uk/stvp-FR2600003OZ,
Grjngo - Films De Western,09 - CINEMA,TIMEOUT,https://jmp2.uk/stvp-FR900003DP,ffprobe timeout 10s
Grjngo - Western Movies,09 - CINEMA,OK,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-63489a771159f6a5ce819b7b/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Hot Ones,09 - CINEMA,OK,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6582a1316b91be4547aa153c/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
"like Gecko) Chrome/149.0.0.0 Safari/537.3"" group-title=""09 - CINEMA"",Cine+ Classic",09 - CINEMA,OK,http://99.27.51.147/CineClassic/index.m3u8,
"like Gecko) Chrome/149.0.0.0 Safari/537.3"" group-title=""09 - CINEMA"",Cine+ Frisson (1080p)",09 - CINEMA,TIMEOUT,http://99.27.51.147:8080/CineFrisson/index.m3u8,http://99.27.51.147:8080/CineFrisson/index.m3u8: Connection timed out
Maverick Black Cinema,09 - CINEMA,OK,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5ef4e1b40d9ad000423c4430/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Movie Music by Stingray,09 - CINEMA,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62fbf197c67d52bddf74cc87/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Moviesphere,09 - CINEMA,403,https://jmp2.uk/stvp-FR42000023H,https://jmp2.uk/stvp-FR42000023H: Server returned 403 Forbidden (access denied)
MOVIESPHERE,09 - CINEMA,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-695d5c1d6e5de3b17595a267/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-695d5c1d6e5de3b17595a267/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
MyTime Movie Network,09 - CINEMA,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-64487508af92c31f4a190bc0/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-64487508af92c31f4a190bc0/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
MyTime Movie Network,09 - CINEMA,OK,https://jmp2.uk/stvp-FRBA2200010VN,
Pluto TV Ciné,09 - CINEMA,OK,https://jmp2.uk/stvp-FRAJ3800002W5,
Pluto TV Comédie,09 - CINEMA,OK,https://jmp2.uk/plu-5f8eb91bb9b9e7000817e67f.m3u8,
Pluto TV Comédies Cultes,09 - CINEMA,OK,https://jmp2.uk/plu-67b4b2d976a934282e92d71c.m3u8,
Sony One Action HITS,09 - CINEMA,FAIL,https://jmp2.uk/stvp-FR3000139Z,"[hls @ 0x5568d3102800] Filename extension of 'data:text/plain;base64,AAAAV3Bzc2gAAAAA7e+LqXnWSs6jyCfc1R0h7QAAADcSEIhfZE1Q00Q6qgH3VrUJ8ZwaC2J1eWRybWtleW9zIhCIX2RNUNNEOqoB91a1CfGcSOPclZsG' is not a common multimedia extension, blocked for security reasons. If you wish to override this adjust allowed_e"
Sony One Hits Action (1080p),09 - CINEMA,OK,https://5098a8b860504a3690fd2e7c0a18d68f.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-817-FR-SONYONEHITSACTION-LG_FR/playlist.m3u8,
Sony One | Hits Action,09 - CINEMA,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-692227f850fe592fd6d5b7e0/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-692227f850fe592fd6d5b7e0/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Sony One HITS Comédie,09 - CINEMA,FAIL,https://jmp2.uk/stvp-FR300009JQ,"[hls @ 0x55b6fa7b9800] Filename extension of 'data:text/plain;base64,AAAAV3Bzc2gAAAAA7e+LqXnWSs6jyCfc1R0h7QAAADcSEA/wOMGr6E9UkDkq2gPZLz0aC2J1eWRybWtleW9zIhAP8DjBq+hPVJA5KtoD2S89SOPclZsG' is not a common multimedia extension, blocked for security reasons. If you wish to override this adjust allowed_e"
Sony One Hits Comedie (1080p),09 - CINEMA,OK,https://7aa9671895264ec9a384dfed1b992171.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-818-FR-SONYONEHITSCOMDIE-LG_FR/playlist.m3u8,
Sony One | Hits Comédie,09 - CINEMA,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-692228985cbe620c1f9b6bb9/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-692228985cbe620c1f9b6bb9/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Sony One | Séries Comédie,09 - CINEMA,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6922294e5cbe620c1f9b6bbb/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6922294e5cbe620c1f9b6bbb/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Sony One | Séries Thriller,09 - CINEMA,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69222b5c5cbe620c1f9b6bbd/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69222b5c5cbe620c1f9b6bbd/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Surf Cinema,09 - CINEMA,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-656fbbd6dbcce28c3a41741b/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
The Wiggles,09 - CINEMA,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-68e0371d8bbd79d66c631ab2/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Top Action,09 - CINEMA,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69a1fbfa0f8d297b3f6ac0ee/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69a1fbfa0f8d297b3f6ac0ee/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Top Action,09 - CINEMA,OK,https://jmp2.uk/stvp-FR1200001N2,
Top Films - Rakuten TV,09 - CINEMA,OK,https://jmp2.uk/stvp-FR2600007CB,
Un Si Grand Soleil,09 - CINEMA,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-67f99397bf750bd4ca333ddb/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-67f99397bf750bd4ca333ddb/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Zylo Ciné Nanar (1080p),09 - CINEMA,OK,https://zylo-cinenanar-rakuten.amagi.tv/playlist.m3u8,
Zylo Ciné Western (1080p),09 - CINEMA,OK,https://amg00711-zylo-amg00711c8-rakuten-uk-2686.playouts.now.amagi.tv/playlist/amg00711-zylofast-cinewestern-rakutenuk/playlist.m3u8,
AB1 (720p),09 - CINEMA & SERIES,403,http://145.239.5.177/332/index.m3u8,http://145.239.5.177/332/index.m3u8: Server returned 403 Forbidden (access denied)
"like Gecko) Chrome/149.0.0.0 Safari/537.3"" group-title=""09 - CINEMA & SERIES"",Syfy",09 - CINEMA & SERIES,OK,http://99.27.51.147:8080/SYFY/index.m3u8,
Nollywood TV (720p),09 - CINEMA & SERIES,403,http://145.239.5.177/148/index.m3u8,http://145.239.5.177/148/index.m3u8: Server returned 403 Forbidden (access denied)
Novela Channel (720p) [Not 24/7],09 - CINEMA & SERIES,404,https://video1.getstreamhosting.com:1936/8284/8284/playlist.m3u8,https://video1.getstreamhosting.com:1936/8284/8284/playlist.m3u8: Server returned 404 Not Found
RTL9 (720p),09 - CINEMA & SERIES,403,http://145.239.5.177/308/index.m3u8,http://145.239.5.177/308/index.m3u8: Server returned 403 Forbidden (access denied)
SciFi (720p),09 - CINEMA & SERIES,OK,http://41.205.93.154/SYFY/index.m3u8,
Sony One Blacklist (1080p),09 - CINEMA & SERIES,OK,https://06cb85ad6ccb4a6b97f561e62d16ad3f.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-822-FR-SONYONETHEBLACKLIST-LG_FR/playlist.m3u8,
Sony One Favoris (1080p),09 - CINEMA & SERIES,OK,https://49d735318d6b4c30a24a7997ea594e1b.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-820-FR-SONYONEFAVORIS-LG_FR/playlist.m3u8,
TV Breizh (1080p),09 - CINEMA & SERIES,403,http://145.239.5.177/318/index.m3u8,http://145.239.5.177/318/index.m3u8: Server returned 403 Forbidden (access denied)
Zee One Français (720p),09 - CINEMA & SERIES,OK,https://7689426c.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1mcl9aZWVNYWdpY19ITFM/playlist.m3u8,
Zylo Emotion' L (1080p),09 - CINEMA & SERIES,OK,https://rakutenaa-zylo-emotional-rakuten-r1zkm.amagi.tv/playlist/rakutenAA-zylo-emotional-rakuten/playlist.m3u8,
Zylo ScreamIN (1080p),09 - CINEMA & SERIES,OK,https://rakutenaa-zylo-screamin-rakuten-p11ej.amagi.tv/playlist/rakutenAA-zylo-screamin-rakuten/playlist.m3u8,
Asian Drama,10 - SERIES,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-685f27cca7111a932d28f1ae/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Banijay Mr Bean Animé (1080p),10 - SERIES,OK,https://amg00627-amg00627c31-rakuten-fr-3991.playouts.now.amagi.tv/playlist/amg00627-banijayfast-mrbeanfrcc-rakutenfr/playlist.m3u8,
Box Office Drama,10 - SERIES,OK,https://jmp2.uk/stvp-FR3700003N4,
"chien flic"" tvg-logo=""https://images.pluto.tv/channels/691b332aa4385c191ee44b57/colorLogoPNG_1771923791904.png"" group-title=""10 - SERIES"",Rex chien flic",10 - SERIES,OK,https://jmp2.uk/plu-691b332aa4385c191ee44b57.m3u8,
"femme flic"" tvg-logo=""https://images.pluto.tv/channels/6671b26836a2f90008d9333c/colorLogoPNG.png"" group-title=""10 - SERIES"",Diane femme flic",10 - SERIES,OK,https://jmp2.uk/plu-6671b26836a2f90008d9333c.m3u8,
Fréquence Novelas,10 - SERIES,OK,https://jmp2.uk/stvp-FRBC800001X0,
Génération Sitcoms,10 - SERIES,OK,https://jmp2.uk/plu-60afb203ec391c00070ea1bf.m3u8,
Génération Sitcoms,10 - SERIES,OK,https://jmp2.uk/stvp-FRBC4700001XG,
Génération Sitcoms TV,10 - SERIES,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-68e03d842cbc7a5d3189394a/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-68e03d842cbc7a5d3189394a/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
K-Drama+,10 - SERIES,OK,https://jmp2.uk/stvp-FRBD41000124S,
MODUS Super Series Darts,10 - SERIES,OK,https://jmp2.uk/plu-671643fc5534bb00089187ad.m3u8,
Passion Novelas,10 - SERIES,OK,https://jmp2.uk/stvp-FRBD15000024B,
Pluto TV Séries Fantastiques,10 - SERIES,OK,https://jmp2.uk/plu-625ec7a1c853fd00073b38fd.m3u8,
Serie Club (720p),10 - SERIES,403,http://145.239.5.177/355/index.m3u8,http://145.239.5.177/355/index.m3u8: Server returned 403 Forbidden (access denied)
Serie Max,10 - SERIES,403,https://video1.getstreamhosting.com:1936/8330/8330/playlist.m3u8,https://video1.getstreamhosting.com:1936/8330/8330/playlist.m3u8: Server returned 403 Forbidden (access denied)
Series by Pluto TV,10 - SERIES,OK,https://jmp2.uk/plu-5f8ed2d1c34c2300073bf02c.m3u8,
Soap,10 - SERIES,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-695d48094ba349f255911f92/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-695d48094ba349f255911f92/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Zylo Fréquence Novelas (1080p),10 - SERIES,OK,https://d20oth1416y9a1.cloudfront.net/playlist/amg00711-zylofast-frequencenovelas-rakutenus/playlist.m3u8,
Animation+,11 - EMISSIONS & DIVERTISSEMENT,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-674f6a6cf44561420465f9f3/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Beyblade,11 - EMISSIONS & DIVERTISSEMENT,OK,https://jmp2.uk/plu-664c8ba33d173b00080ef0c8.m3u8,
Beyblade,11 - EMISSIONS & DIVERTISSEMENT,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-66fd31f4216b603e031725f4/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-66fd31f4216b603e031725f4/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Beyblade,11 - EMISSIONS & DIVERTISSEMENT,403,https://jmp2.uk/stvp-FR1400001VU,https://jmp2.uk/stvp-FR1400001VU: Server returned 403 Forbidden (access denied)
Bob l'éponge (720p),11 - EMISSIONS & DIVERTISSEMENT,OK,https://jmp2.uk/plu-5ffc8c345822750007e167de.m3u8,
Boss Brothers TV (1080p),11 - EMISSIONS & DIVERTISSEMENT,TIMEOUT,http://51.254.199.122:8080/bossbrothersTV/index.m3u8,[tcp @ 0x55989b163540] Connection to tcp://51.254.199.122:8080 failed: Connection timed out http://51.254.199.122:8080/bossbrothersTV/index.m3u8: Connection timed out
Caillou,11 - EMISSIONS & DIVERTISSEMENT,OK,https://jmp2.uk/stvp-FR4800002NE,
Caillou,11 - EMISSIONS & DIVERTISSEMENT,OK,https://jmp2.uk/stvp-FR4800002NE,
Disney Jr. (1080p),11 - EMISSIONS & DIVERTISSEMENT,OK,http://151.80.18.177:86/Disney_Junior_HD/index.m3u8,
For You TV,11 - EMISSIONS & DIVERTISSEMENT,OK,https://stream.az-multimedia.com:3325/live/foryoutvlive.m3u8,
FUSION TV (1080p),11 - EMISSIONS & DIVERTISSEMENT,OK,https://edge20.vedge.infomaniak.com/livecast/ik:fusiontv/manifest.m3u8,
ICONE TV,11 - EMISSIONS & DIVERTISSEMENT,OK,https://lecteur.iconetv.bj/hls/stream.m3u8,
Le Meilleur des Jeux TV,11 - EMISSIONS & DIVERTISSEMENT,OK,https://jmp2.uk/stvp-FR3600004UH,
Mattel Junior,11 - EMISSIONS & DIVERTISSEMENT,OK,https://jmp2.uk/plu-686e74b0e48af72bc266e798.m3u8,
Nickelodeon Junior (1080p),11 - EMISSIONS & DIVERTISSEMENT,OK,http://151.80.18.177:86/Nickelodeon_Junior/index.m3u8,
Pluto TV Junior (720p),11 - EMISSIONS & DIVERTISSEMENT,OK,https://jmp2.uk/plu-5f8ecb336537e8000764a17f.m3u8,
Pluto TV Kids Classics (720p),11 - EMISSIONS & DIVERTISSEMENT,OK,https://jmp2.uk/plu-654a58dbf9cc82000868f0fb.m3u8,
Pluto TV Kids Club,11 - EMISSIONS & DIVERTISSEMENT,OK,https://jmp2.uk/plu-611e6ddc7fcd580007d1eb5f.m3u8,
Pluto TV Reality,11 - EMISSIONS & DIVERTISSEMENT,OK,https://jmp2.uk/plu-6092544e7639460007d4835e.m3u8,
Pluto TV Super Kids,11 - EMISSIONS & DIVERTISSEMENT,OK,https://jmp2.uk/plu-652557d93fd33c000802f995.m3u8,
SenJeunes TV (480p) [Not 24/7],11 - EMISSIONS & DIVERTISSEMENT,OK,https://stream.sen-gt.com/senjeunestv/myStream/playlist.m3u8,
TG Junior,11 - EMISSIONS & DIVERTISSEMENT,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f123330eca6a20040b328e8/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f123330eca6a20040b328e8/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Africa 24 Sport (1080p),12 - SPORT,OK,https://africa24.vedge.infomaniak.com/livecast/ik:africa24sport/manifest.m3u8,
AFTER FOOT TV,12 - SPORT,OK,https://jmp2.uk/stvp-FR1100002RF,
Champion TV,12 - SPORT,OK,https://stream.berosat.live/hls/champion-tv/champion-tv.m3u8,
Equidia (1080p),12 - SPORT,TIMEOUT,https://raw.githubusercontent.com/Paradise-91/ParaTV/main/streams/equidia/live2.m3u8,ffprobe timeout 10s
FIFA+ French (720p),12 - SPORT,OK,https://37b4c228.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWZyX0ZJRkFQbHVzRnJlbmNoX0hMUw/playlist.m3u8,
Foot+,12 - SPORT,403,http://145.239.5.177/556a/index.m3u8,http://145.239.5.177/556a/index.m3u8: Server returned 403 Forbidden (access denied)
FTF Sports,12 - SPORT,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-605a309dc5acdc002c7a20aa/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
GFN Football TV,12 - SPORT,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-67c247c345ae99120c071586/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-67c247c345ae99120c071586/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
"like Gecko) Chrome/120.0.0.0 Safari/537.36 VLC/3.0.21 LibVLC/3.0.21"" group-title=""12 - SPORT"",RMC Sport 1",12 - SPORT,403,https://7nyaler.streamhostingcdn.top/stream/59/index.m3u8,https://7nyaler.streamhostingcdn.top/stream/59/index.m3u8: Server returned 403 Forbidden (access denied)
"like Gecko) Chrome/149.0.0.0 Safari/537.36"" group-title=""12 - SPORT"",Canal+ Sport 360",12 - SPORT,OK,https://futbol9865.ultratv13.workers.dev/deportivo111/14.m3u8,
Motor Racing,12 - SPORT,OK,https://jmp2.uk/stvp-FR900002B4,
Nautical Channel (720p),12 - SPORT,OK,https://a-cdn.klowdtv.com/live2/nautical_720p/playlist.m3u8,
Poker Night TV,12 - SPORT,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-60afc726623f2f002c5bb49f/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
PokerGO,12 - SPORT,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-64ac687b4192b4e1bab96279/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Racing America,12 - SPORT,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-61a945156547ba4d6d238dc9/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
So Foot+,12 - SPORT,OK,https://jmp2.uk/stvp-FR12000040D,
SportsGrid,12 - SPORT,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5ef11485d33ab9004048a1ca/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
The World Poker Tour,12 - SPORT,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f6b8e7900b0950040d0f2b2/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
The World Poker Tour,12 - SPORT,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-656fa24bdbcce28c3a417415/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Trace Sport Stars (Australia) (1080p),12 - SPORT,OK,https://lightning-tracesport-samsungau.amagi.tv/playlist.m3u8,
Women's Sports Network,12 - SPORT,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-630fa9e577ec3866def38fa2/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
World Poker Tour,12 - SPORT,OK,https://jmp2.uk/stvp-FRBD2900001M3,
BabyFirst (720p),13 - JEUNESSE,OK,https://cdn.fast.jwp.services/v1/channel/1_jB6940Ei_TvhvIHDL/manifest.m3u8,
A2i Music (720p) [Not 24/7],14 - MUSIQUE,404,https://stream.sen-gt.com/A2iMusic/myStream/playlist.m3u8,https://stream.sen-gt.com/A2iMusic/myStream/playlist.m3u8: Server returned 404 Not Found
BPX TV Radio,14 - MUSIQUE,OK,https://video1.getstreamhosting.com:1936/8212/8212/playlist.m3u8,
Congo Planet Télévision (1080p) [Not 24/7],14 - MUSIQUE,TIMEOUT,https://radio.congoplanet.com/Congo_Planet_TV.sdp/Congo_Planet_TV/playlist.m3u8,[tls @ 0x55ac9e874540] Error in the pull function. [tls @ 0x55ac9e874540] IO error: Connection timed out https://radio.congoplanet.com/Congo_Planet_TV.sdp/Congo_Planet_TV/playlist.m3u8: Connection timed out
Couleur 3 (720p),14 - MUSIQUE,403,https://visualradio-rts-couleur3-d.akamaized.net/out/v1/6a1472634ad745f59a9e63ee8adbbc00/index.m3u8,https://visualradio-rts-couleur3-d.akamaized.net/out/v1/6a1472634ad745f59a9e63ee8adbbc00/index.m3u8: Server returned 403 Forbidden (access denied)
Fun Vision,14 - MUSIQUE,TIMEOUT,https://funradiovisionhd.vedge.infomaniak.com/livecast/ik:funradiovisionhd/manifest.m3u8,ffprobe timeout 10s
Generations TV (576p),14 - MUSIQUE,OK,https://event.vedge.infomaniak.com/livecast/ik:generation-tv/manifest.m3u8,
